Geneid,231_N,MCF12a_S,MCF12a_N,MCF10a_S,MCF10a_N,CA1d_S,CA1d_N,CA1a_S,CA1a_N,453_S,453_N,231_S
6628,8850,6350,9774,17656,17864,3021,19719,2238,21508,10975,6661,10065
6629,2384,2309,2829,3868,4104,625,4647,478,3336,2425,1953,2517
663,12001,5209,7390,9730,9454,486,4210,1439,6135,7442,7433,12167
6631,3361,3500,3370,5824,5794,242,2185,464,2119,2678,1842,3271
6632,2173,1262,1813,4066,6060,115,1433,229,2279,1953,1241,2368
6633,9206,10878,11531,17631,16856,3476,25548,1675,16258,6921,3892,9816
6634,5601,4244,4730,11547,13434,1128,4182,1687,4488,10814,9756,5824
6635,2192,3051,3588,6901,9705,48,2189,239,2394,4481,2819,2213
6636,1971,483,889,2181,3574,216,1034,8,1568,1111,824,2310
6637,1509,2045,2565,2531,4594,886,7613,108,3798,1632,1050,1932
6638,3,0,0,0,0,0,0,0,0,1,0,0
664,11228,2022,2328,16608,29577,610,2845,1161,3612,5159,6444,11857
6640,936,789,898,1354,1421,472,1765,535,4971,434,1386,1102
6641,7199,111,57,6766,8896,91,54,229,336,43,15,8043
6642,18512,8167,8855,20966,15285,1295,3676,2183,6494,10999,14079,20187
6643,5293,3447,4957,11212,9980,668,2518,1373,3999,4117,4321,5312
6645,13188,2841,5805,16039,12193,588,11705,1047,5726,3253,2334,14458
6646,8106,2523,7526,11259,12455,317,4001,1111,3077,1874,825,9465
664612,0,0,0,0,0,0,0,0,0,0,0,0
664613,0,0,0,0,0,0,0,0,0,0,2,0
664614,17,3,8,23,38,0,10,0,7,24,28,32
664615,0,0,0,0,0,0,0,0,0,0,0,0
664616,0,0,3,0,0,0,0,0,0,0,0,0
664617,13,0,0,6,4,0,0,0,0,1,4,8
664618,747,626,491,274,295,337,204,1,284,727,908,913
6647,6661,9568,11370,19616,19293,1584,4206,1272,9903,13917,7906,7131
664701,0,1,0,0,0,0,0,0,0,9,9,0
664709,659,692,482,958,908,183,658,168,668,541,503,770
6648,37582,42163,26611,383589,56320,8339,13294,6001,16319,3127,1299,33367
6649,1062,0,0,0,4,0,4,202,2,103,119,1470
665,14144,2959,3069,11790,15871,2821,6343,2123,4725,4010,4420,15500
6650,13557,26266,20833,29948,27944,9350,54607,9780,53397,19530,11275,14384
6651,42757,63662,67208,84076,74744,4977,30174,14103,22861,48105,42885,46720
6652,3519,1709,2153,7788,7454,1607,2397,717,6193,23383,21897,3767
6653,712,8821,6088,1100,179,9875,2784,8209,2671,20444,14459,724
6654,12261,9640,11674,11223,12438,643,8604,3096,8654,8451,7678,13118
6655,11573,16937,14602,5690,4673,1767,6586,2559,7690,10313,11917,12434
6656,1,0,2,1,1,0,1,1,1,1,1,0
6657,0,100,55,0,8,0,10,0,14,17,9,5
6658,0,0,0,0,0,3,1,0,0,0,4,0
6659,11220,85676,52417,7523,3948,1636,11977,4093,10482,13919,13663,11345
666,3756,1869,1664,5636,4597,1133,2140,4188,8756,7302,4061,3991
6660,463,55,557,3473,5977,0,72,0,6,1,0,489
6662,5433,38290,17940,1418,1498,5695,71879,23256,46915,4630,7743,5770
6663,1221,226,94,188,157,144,954,104,170,303,495,1156
6664,5,2,1,0,2,0,0,14,6,755,919,1
6665,466,14872,10426,721,433,0,362,316,634,251,246,671
6666,9487,4935,3444,11034,9186,1017,3670,3038,13263,18720,16378,10824
6667,20235,22251,24407,32052,28180,3380,48008,8641,26744,20769,16677,22363
6668,3476,4996,5739,4093,3810,301,1879,1428,2746,3745,3530,3979
667,176834,52590,53173,104407,65527,2276,37998,13531,39300,32477,32862,205444
6670,8099,19457,13446,12583,11307,1023,7994,2241,8260,12415,12200,9014
6671,1571,3240,1739,1018,937,644,13464,377,1901,1338,1088,1910
6672,7460,7733,6222,13220,8137,1646,3009,1589,3304,1060,1020,7998
6674,1665,1815,1997,2058,2090,352,564,546,660,3093,2291,2190
6675,8487,11031,11210,52100,26333,2959,15834,2009,15982,10103,7497,7901
6676,3902,1732,1925,3689,9265,776,1005,660,2367,721,589,4734
6677,0,0,0,0,0,0,4,0,0,0,0,0
6678,1299,239,121,13827,15318,1033,11490,3461,2599,13,5,1405
668,7,44,26,63,64,0,0,0,0,2,5,14
6683,2600,3917,3802,2928,3334,241,2916,1558,4610,2773,2282,3096
6687,22996,13690,16719,18631,17444,3655,13775,5085,14365,9530,6970,25443
6688,20,1237,218,230,35,2172,357,1257,334,39,10,20
6689,18,317,81,43,3,10,1,0,2,61,13,30
669,500,3198,2500,843,922,368,1409,468,941,555,405,608
6690,82,0,12,16,6,134,690,1,222,0,0,57
6691,4,0,0,2,8,0,0,1,0,1,0,6
6692,50,68825,53872,15016,8287,6157,14306,23213,63604,48026,36124,61
6693,25,226,43,72,1,409,6,175,73,16,14,25
6694,0,1,0,0,0,0,1,0,0,1,0,0
6695,70,330,2458,1225,1081,489,469,133,1655,2,0,109
6696,17,0,4,33,9,0,139,0,55,0,0,24
6697,3059,5066,5091,11493,7658,433,2396,2093,10092,4567,2163,3850
6698,0,1163,2237,0,0,450,476,3105,4178,0,4,0
6699,0,3956,7309,5,6,760,272,2410,3003,0,2,0
670,1795,2482,2123,2187,2453,0,321,499,653,1620,1508,2004
6700,0,874,1689,0,0,24,100,690,2358,0,0,0
6701,0,35,4,0,0,0,0,0,11,0,0,0
6702,0,0,22,0,0,0,0,0,0,0,0,0
6703,20,359,207,245,8,76,183,533,3325,0,0,15
6704,0,386,128,0,0,0,24,160,599,0,0,0
6705,0,0,1,0,4,0,0,0,0,0,0,0
6706,0,40,15,0,0,0,0,0,0,0,0,0
6707,0,5623,31780,0,2,83,1040,5633,6438,0,0,0
6708,2,69,3,39,12,2,20,178,14,8,0,2
6709,40017,57750,64811,71428,50347,7921,44769,17583,64814,59721,42777,45216
671,2,9,4,0,0,46,0,0,0,2,0,0
6710,1482,2940,2780,675,404,639,1131,1155,2924,912,1066,1748
6711,85933,60257,76322,79917,65679,10463,43700,34856,98325,37975,22567,96003
6712,10174,22216,14722,28116,15613,3168,10744,18191,51609,17802,10417,10566
6713,3273,3570,5015,19477,29100,10219,193208,1953,57601,51786,9165,4225
6714,5006,10533,10194,6962,4992,1812,5727,4442,19897,18,14,5730
6715,2358,5136,3442,1526,1183,392,4085,770,4104,3282,1683,2917
6716,16,52,82,18,11,0,34,0,77,21,87,12
6717,4336,13504,9310,2990,2898,263,1551,295,4641,546,442,4541
6718,0,32,0,0,0,1,0,0,0,0,0,2
6719,10,18,19,2,6,1,4,2,30,9,3,12
672,1893,2917,3794,2807,6906,143,1395,810,1873,1410,440,2426
6720,43211,27523,16800,62853,45589,26746,267752,16632,221220,85479,45319,49455
6721,41737,17898,17447,54285,44221,10490,68492,16784,94327,93381,78023,46925
6722,6372,12183,8971,11875,7215,1640,12263,2088,19475,6488,3518,6583
6723,7114,8810,6686,22955,18558,2151,4775,2984,16794,9775,3600,7946
6725,81,1001,1289,633,221,460,121,679,380,19834,9806,154
6726,6613,7284,10025,18461,22856,1359,6819,975,10712,18503,15840,7087
6727,5944,5319,5772,10254,14499,1415,7060,1278,6356,9595,6815,5826
6728,2420,1018,1884,2181,3506,152,2088,285,1701,3199,3709,2524
6729,8343,4008,7389,7753,7618,2472,32202,1119,14579,9419,6521,8379
673,7949,9620,8608,7283,7445,1564,14339,2000,6103,4184,5141,8755
6730,9944,8470,11138,17658,14726,1175,4941,2883,10186,17346,12835,11058
6731,11334,6995,9439,21408,23252,1400,10907,3209,10749,12955,8240,11165
6732,21837,10810,17055,22719,21764,2212,10497,2501,15695,10932,5863,22836
6733,4846,6797,8084,6353,6953,993,6413,1326,9812,3455,3440,5313
6734,24565,12841,18847,30597,23145,6638,52113,10218,46633,21772,12851,23000
6736,0,0,0,0,0,0,0,0,0,0,0,0
6737,1169,1080,1236,2010,1148,264,339,614,777,491,304,1283
6738,9926,3480,7914,11392,14225,980,6520,1488,8455,12891,13416,9797
6741,4913,3751,5277,10809,12804,601,3503,566,6673,5187,3244,5427
6742,284,544,383,271,595,2,513,11,359,531,326,455
6744,11712,12344,11440,14266,12769,5724,31484,5993,48446,13547,8698,11986
6745,22610,7343,14854,41377,40375,2532,16727,5016,24882,26396,18734,23721
6746,5095,11575,11610,20173,17287,1713,11074,2807,11466,11904,9178,6256
6747,19465,6251,11816,18520,20997,3419,24846,5022,32660,15292,9888,21013
6748,8753,5228,6267,16203,11813,1620,6084,1660,8213,18639,8611,8892
6749,18191,8421,10074,26832,28141,2148,7786,3073,12166,18057,9482,18742
675,3408,2849,2500,1918,4251,172,1360,379,940,3962,667,4872
6750,0,0,0,0,0,0,0,0,0,0,3,0
6751,32,0,32,32,52,0,0,0,0,16,58,63
6752,474,5,27,40,98,0,38,2,17,31,19,508
6753,15,56,5,2,8,336,128,73,184,0,2,5
6754,0,39,15,0,2,65,0,0,0,0,3,2
6755,7,150,28,70,10,0,32,0,20,7,4,7
6756,2,0,0,3,0,0,1,0,0,0,0,3
6757,0,0,0,0,0,0,0,0,0,0,0,0
6758,0,0,0,0,0,0,0,0,0,0,0,0
6759,0,0,0,0,0,0,0,0,0,0,0,0
676,14,0,5,10,0,0,0,0,0,38,2,22
6760,7218,6807,7492,12551,11354,607,2951,1181,5544,8902,8014,8509
6764,2567,22071,11652,6375,4809,413,1376,448,1697,139,99,2640
6767,21054,11789,15292,40189,33797,6623,27588,4965,16408,32411,24853,21390
6768,108,38929,54816,4259,3365,5773,16498,35162,105433,31237,14287,198
6769,3050,85,194,202,267,292,905,376,1741,0,7,2862
677,41288,36600,27109,28519,28754,9449,23024,12969,71513,94046,65018,39311
6770,117,2,108,97,112,1,46,0,30,170,256,120
6772,11171,9276,12781,33805,20260,2667,3740,3998,7027,9727,6274,13674
6773,24165,12967,11618,25641,9429,1307,2787,4268,7704,8743,11337,27730
6774,23686,26452,32786,71281,34419,5092,18595,12388,32085,8656,6731,29521
6775,219,1201,759,368,408,130,395,124,418,11,6,285
6776,1957,2491,3229,1560,469,312,177,397,823,61,50,2363
677679,88,117,189,37,61,0,32,0,40,77,108,65
677681,48,51,19,16,35,0,15,0,4,66,37,41
6777,7379,7405,6897,10046,7096,2218,3437,3436,8962,658,588,8175
677763,5679,6103,3809,1474,1543,201,917,102,727,810,1398,5300
677765,62,0,29,4,37,0,76,0,3,35,42,53
677766,124493,429742,185814,176702,42909,48047,352130,56573,278053,203343,102735,186732
677767,1395,2220,1253,329,854,54,1079,7,1810,1260,1679,1011
677768,0,0,0,0,0,0,0,0,0,0,0,0
677769,3828,4377,2617,2959,3971,635,4764,977,6759,1465,1065,3596
677770,62,45,16,39,72,0,23,28,57,48,67,55
677771,119,109,93,72,137,0,504,0,221,111,153,86
677772,4086,3393,2605,1460,2128,958,5778,149,4972,11157,21928,3948
677773,22,31,0,2,13,0,18,0,2,12,19,14
677774,78,126,75,13,75,53,60,237,26,80,207,83
677775,9147,7818,7199,3699,4319,1200,13148,781,11143,16120,37403,8905
677776,18,11,19,5,134,0,36,0,16,13,17,18
677777,20022,41638,27978,23738,11435,1281,10961,2119,13285,23971,17202,23680
677778,0,0,0,0,0,0,0,0,0,0,0,0
677779,1,1,1,0,0,0,0,0,0,0,0,0
677780,8,11,7,9,18,0,0,0,20,18,16,24
677781,13,27,17,6,24,0,21,2,35,16,24,17
677784,1,0,1,0,0,0,0,0,1,0,0,0
677792,182,141,138,80,161,25,206,0,350,170,118,174
677793,49,30,79,50,52,0,33,0,64,84,59,48
677794,33,32,73,67,50,0,26,0,65,38,50,41
677795,105,81,79,53,99,0,10,0,24,81,26,117
677796,966,1853,954,465,300,70,616,0,320,1104,661,999
677797,216,241,355,96,133,115,345,1,394,157,212,220
677798,0,0,0,0,0,0,0,0,0,0,0,0
677799,26,0,39,2,14,0,104,2,24,50,101,13
6778,17775,32652,31089,58584,29034,3369,7279,8316,12129,18551,20512,20770
677800,1296,342,536,334,747,0,142,1,190,954,1186,1264
677801,15,0,1,22,86,0,0,0,0,30,19,20
677802,82,312,101,215,295,0,161,3,181,142,171,99
677803,22,0,24,32,25,0,9,0,9,19,8,18
677804,0,0,0,0,0,0,0,0,0,0,0,0
677805,557,169,196,307,529,23,1270,0,1599,810,406,534
677806,19,28,29,18,34,7,245,0,250,24,46,33
677807,147,105,56,50,76,0,13,0,23,84,97,88
677808,1869,2213,1982,549,1020,50,1045,113,905,840,1942,2087
677809,107,663,400,382,463,317,657,0,408,426,217,146
677810,128,731,434,367,219,22,138,0,217,204,106,162
677811,158,323,323,127,204,0,577,0,275,439,620,193
677812,39,1,39,47,51,229,560,0,362,70,54,42
677813,42,36,60,117,102,0,120,0,21,94,112,45
677814,21,1,19,28,21,280,642,0,818,33,41,48
677815,19,1,8,20,11,0,29,0,1,19,20,16
677816,0,0,0,0,0,0,0,0,0,0,0,0
677817,0,0,0,0,0,0,0,0,0,0,0,0
677818,17,0,0,1,7,0,7,0,2,15,19,12
677819,33,88,79,43,52,105,265,10,175,77,105,39
677820,2,3,2,2,2,0,8,0,1,9,9,3
677821,20,70,45,47,30,0,4,0,14,93,63,41
677822,568,527,214,348,723,103,1554,99,1353,903,542,550
677823,48,42,56,44,48,0,168,0,103,31,40,61
677824,0,0,0,0,0,0,0,0,0,0,0,0
677825,133,2500,1383,115,178,22,348,25,1193,201,120,134
677826,142,250,111,151,169,0,258,30,273,107,61,131
677827,51,34,42,27,66,0,152,0,63,54,83,73
677828,88,210,70,169,322,52,99,0,65,167,551,121
677829,145,92,81,26,64,0,37,6,54,110,219,135
677830,84,40,71,26,90,53,406,99,233,141,150,115
677831,84,377,114,80,115,151,187,0,276,134,37,117
677832,3030,2043,1497,809,2008,315,1959,200,844,2378,3032,3401
677833,1,1,0,0,1,3,13,0,2,0,0,0
677834,70,52,88,74,101,4,25,28,27,91,57,69
677835,0,0,0,0,0,0,0,0,0,0,0,0
677836,44,61,79,47,92,0,45,0,83,65,72,101
677837,47,28,45,48,42,0,0,0,36,71,79,71
677838,226,1937,857,340,381,6,186,0,461,466,205,287
677839,656,637,460,402,549,193,530,708,1791,1318,966,692
677840,201,242,246,227,194,106,201,0,1467,462,364,253
677841,1710,3027,2555,910,576,0,1082,703,566,1167,2347,2710
677842,379,7721,2989,721,551,0,511,397,623,2460,1335,477
677843,63,28,41,14,16,0,12,0,102,32,50,54
677844,25,818,287,69,38,0,263,6,171,115,46,25
677845,34,0,2,11,20,0,6,0,0,12,24,14
677846,54,204,25,97,65,449,43,61,227,79,28,47
677847,42,344,164,118,119,77,175,0,604,121,93,52
677848,70,85,66,136,71,0,56,0,40,220,226,75
677849,47,50,48,73,46,8,49,0,32,116,143,53
677850,77,133,128,141,132,46,174,24,199,184,173,88
677882,27,0,0,0,14,0,0,0,1,2,0,37
677885,58,321,129,95,53,114,205,0,325,239,324,41
6779,0,0,2,0,0,0,0,0,0,0,0,0
678,17625,66582,43895,95111,26130,4766,11936,18351,55972,19698,13937,22311
6780,14815,13305,22931,27482,20818,4015,20581,9555,22648,23584,14057,15889
6781,7463,39,23,13724,21649,268,7742,178,915,542,1381,5795
6782,7688,1519,2225,5674,5855,354,1913,517,2431,3684,2710,7817
6783,1,113,55,280,1409,0,10,0,25,2,0,0
6785,5,2,52,589,760,447,3015,221,3365,0,0,0
6786,4313,5231,8185,12978,10901,1790,6205,6224,20486,6501,3135,5081
678655,1006,1498,825,693,547,56,311,8,374,1142,1218,1061
6787,4310,4217,4096,5320,5543,744,1043,1322,2324,5610,5310,5340
6788,2391,7971,7635,1596,2023,84,3005,262,2746,4395,3790,2725
6789,9374,6307,7779,10852,8233,3790,14505,6014,13394,8294,6782,9817
6790,1518,1455,1822,4464,8025,800,3158,415,3618,4014,1013,2143
6791,686,318,643,825,1076,0,744,141,447,1149,1174,784
6792,1384,454,1443,1064,630,328,1306,638,864,439,393,1475
6793,21013,14551,13434,27348,25490,4078,9019,7545,16516,1624,453,22949
6794,11452,31235,19881,20944,12652,4832,19198,6906,20504,8875,5258,13823
6795,238,109,129,198,232,0,414,0,554,49,77,218
6799,133,340,352,283,315,0,27,79,75,831,1009,201
680,22,26,24,0,3,0,0,0,0,4,2,7
6801,7614,6767,10139,5946,7710,2170,17425,2341,10319,6104,5685,8043
6804,12087,6024,4706,5140,4990,2601,12386,1520,15115,3688,2629,13624
6809,3892,4895,4866,2264,1324,3190,6138,3622,7706,9671,8462,4456
6810,2839,11894,7070,8816,5474,1175,14812,1975,5326,6849,4472,3374
6811,6513,5650,5550,4663,3639,1314,14735,1227,5459,5368,5196,6570
6812,10666,911,2358,6763,5630,545,2988,923,4938,4268,1484,11054
6813,12071,24834,22630,10967,7125,2720,10743,5566,19420,12372,9876,13777
6814,5367,2111,3059,3760,4005,42,1414,386,1700,2859,2568,5503
6815,5691,2857,3060,4272,4478,281,3529,422,5444,5445,3793,6216
6817,33,203,233,952,1399,86,79,305,163,5153,6351,42
6818,1,1,12,8,8,0,4,2,4,23,13,7
6819,3147,46,18,58,75,0,0,0,0,24,7,3789
682,72098,38481,53359,173961,84565,9160,46000,19189,61906,32923,19117,84452
6820,34,411,564,10,6,26,75,647,878,382,95,57
6821,1216,1180,1439,2210,2095,84,959,292,1052,3040,2719,1556
6822,0,1,0,0,0,0,0,0,0,0,0,0
6827,1910,1042,1524,1775,1516,109,1033,686,1489,518,530,2029
6829,18730,27880,25633,29765,19774,8503,85182,7000,37535,17264,13795,20085
683,160,334,105,43,26,628,22,220,22,21,20,133
6830,25534,20398,21819,39010,28285,3272,19319,7186,15134,17293,17098,28437
6832,3378,2013,2631,5478,5016,700,3583,900,6473,2700,1954,3671
6833,4,35,1,4,3,0,2,0,0,504,2587,12
6834,1924,3856,3685,3439,1995,167,1456,1023,1719,3149,1702,2197
6835,928,3047,2016,1856,1565,149,2101,299,5112,2119,1080,935
6836,24070,13294,24256,46300,35794,10016,27878,15080,57427,21084,13141,26745
6837,7093,7565,6178,6841,5358,903,2164,2589,5557,6741,4071,7284
6838,3822,8473,5920,10886,6863,1457,4880,2730,10218,5394,3252,4373
6839,420,666,655,1852,2042,0,757,261,1070,1795,585,622
684,3907,535,146,23127,19027,2734,6807,3257,11376,14309,8695,4452
6840,27322,22841,24420,38780,16282,1562,7112,7983,11079,10333,12008,29662
6843,9842,5688,3391,3737,2305,573,2033,815,1410,2754,2553,9910
6844,8517,7621,6732,8625,6102,870,7880,1509,6680,2393,2532,9243
6845,322,14,173,211,304,10,74,57,195,264,81,53
6846,6,75,0,4,1,0,0,0,0,0,0,6
6847,4,0,0,4,0,0,0,0,7,0,0,16
684959,357,185,215,295,208,0,648,18,755,787,695,423
685,228,123,345,779,644,0,163,212,197,41,53,316
6850,3,1122,3583,220,25,1904,791,1385,848,27,12,8
6853,21,39,53,534,187,1,69,0,70,18,37,45
6854,217,35,6,2605,6479,0,1,0,0,0,0,232
6855,125,506,285,129,118,0,208,0,51,118,107,136
6856,5909,7331,11534,10339,11659,1550,10256,1981,22292,2973,1920,6446
6857,2382,0,57,115,67,1,62,39,71,26,78,2244
686,5381,669,1197,8099,4691,400,599,894,798,1463,1251,6220
6860,0,1,0,20,0,0,0,0,0,0,0,0
6861,31,98,100,2,10,0,21,163,14,5,2,29
6862,1,0,0,0,0,1,0,0,1,0,0,0
6863,0,0,2,0,0,0,0,0,0,0,0,0
6865,143,404,317,265,198,1,89,249,218,458,287,168
6866,6,0,1,6,2,0,0,0,0,6,2,4
6867,23283,5745,10910,10416,7858,2001,4379,2383,3950,24019,15868,26113
6868,9350,8607,9028,7815,8539,1843,16087,2566,14613,5791,4382,10251
6869,455,103,341,135,291,0,117,1,124,393,486,524
687,9445,3495,2553,7973,3505,1514,6612,666,12179,1776,1678,10139
6870,3,0,0,0,0,0,0,0,0,0,4,0
6871,585,1127,987,253,337,0,166,3,224,275,238,611
6872,13198,9256,8412,12144,12507,2016,28137,2773,19643,9811,11716,13657
6873,5336,8291,9446,10495,10857,148,2190,342,2327,5245,5058,5896
6874,1611,5443,3365,2330,1781,1485,2476,856,5828,3206,2236,1764
6875,2395,7327,2625,2939,2519,601,831,1129,1173,420,214,2441
6876,985,5751,3357,1280,345,0,369,603,476,2357,2293,1068
6877,1243,1442,1337,1286,1427,166,496,343,1617,1236,701,1241
6878,8826,10366,9493,9428,7152,466,2262,1696,6383,6080,4573,10037
6879,9034,16978,11356,13940,10737,4047,26135,1864,10200,6102,6274,9539
688,2644,80082,82748,12514,4743,1004,15425,11942,23629,2343,268,3812
6880,5,18,9,8,5,0,0,2,0,11,16,4
6881,3568,5647,3943,9130,6342,1570,5048,2287,10161,4297,2219,4017
6882,3743,1695,2442,1570,2762,112,1303,601,2105,2458,2533,3604
6883,625,1629,2478,2906,2496,241,1616,430,1180,1473,1205,606
6884,2468,397,772,1608,2264,553,13812,169,4799,836,480,2427
6885,6717,4732,5589,7159,7147,1281,14325,1567,7261,4302,3971,7011
6886,6,16,22,58,12,185,102,84,0,14,6,2
6887,14,0,0,2,10,0,13,0,2,4,2,22
6888,8611,11093,21637,24271,20182,2965,9710,6169,15827,21511,10715,10276
689,25061,28246,24758,44405,38759,6775,35820,5577,19811,18186,10234,25870
6890,2,2,1,13,2,0,4,2,2,0,0,6
6891,5,1,12,23,13,2,4,2,21,4,0,25
6892,39,35,36,37,28,2,17,29,42,19,15,44
6894,9430,15692,14828,20636,20594,539,3377,2215,10851,13181,7088,10779
6895,2258,3840,2191,5072,3134,304,1293,480,1937,2202,1460,2536
6897,27903,12163,14904,26679,27658,4951,18948,2958,12230,15388,19133,29007
6898,5,58,21,0,5,0,1,0,10,793,419,17
6899,1602,972,486,49,34,201,1,63,55,168,151,1809
690,6,0,0,0,4,0,0,0,0,0,0,2
6900,1110,489,310,360,362,0,177,42,466,489,573,1036
6901,4609,10135,4976,6975,4546,1247,1267,1580,6506,20213,14355,5332
6902,4554,5535,5759,6895,11349,1082,6054,557,6193,4229,3097,4247
6903,1824,5497,3392,2841,1760,293,2074,337,1535,1233,1131,2188
6904,8264,14696,9899,12211,10502,1073,5370,2423,11458,21793,13597,9238
6905,1567,1673,1986,4665,5587,27,609,31,1516,3259,2754,1484
6906,0,0,0,0,0,1,1,0,0,0,0,0
6907,13361,4985,6468,17869,11518,498,519,1882,1370,10660,9064,14639
6908,2241,2775,2644,2257,2280,619,2766,345,2081,1920,2149,2374
6909,266,427,479,1709,1553,61,419,936,2004,19,38,334
6910,0,0,0,0,0,0,0,0,0,0,0,0
6911,687,2274,917,230,380,49,111,106,289,5404,2491,792
6913,651,25,16,35,26,0,0,0,42,0,4,677
6915,234,117,51,18,16,1,6,0,11,31,8,290
6916,2254,891,464,2046,1285,722,534,543,519,64,24,2447
6917,7391,9233,8451,6362,8194,458,2880,1013,6674,7387,6725,7763
6919,6543,4593,2422,2647,1119,555,1205,462,3316,3847,3550,7675
6920,3887,1613,1531,189,158,87,36,663,139,5592,8903,3635
692053,49,16,18,34,32,0,6,0,0,33,59,53
692057,279,2548,1258,250,385,247,566,90,2709,498,300,410
692058,97,88,24,45,150,0,926,0,752,115,74,113
692063,620,531,537,531,409,0,625,86,906,1416,1822,731
692072,353,109,156,106,201,101,821,0,1028,348,241,376
692073,172,5025,1912,392,359,41,468,74,1272,441,219,264
692075,89,0,80,106,75,43,120,0,188,110,63,111
692076,45,16,21,27,40,0,25,14,47,48,38,41
692084,16,390,97,6,45,7,1,0,39,13,22,30
692085,498,165,213,170,286,7,253,50,1104,250,109,585
692086,6712,27047,14963,3842,4113,835,7229,1263,6605,10482,13748,7579
692087,7,0,3,6,11,0,8,0,4,5,2,3
692088,66,992,420,83,178,0,51,0,121,86,132,84
692089,78,44,29,59,102,2,113,0,342,109,149,81
692090,42,0,15,44,41,0,323,0,303,37,26,33
692091,77,240,81,60,73,522,530,0,515,172,61,86
692092,0,0,0,0,0,0,0,0,0,0,0,0
692093,202,138,137,31,158,0,75,0,114,131,182,159
692094,0,0,0,0,0,0,0,0,0,0,0,0
692099,2234,1353,1407,4652,6317,56,424,816,1332,1585,1144,2763
6921,2429,4663,5192,4111,5761,365,6799,437,4100,3806,2375,2624
692106,51,11,8,4,18,0,7,0,4,13,15,48
692107,10,3,21,19,11,3,27,0,4,20,14,11
692108,28,0,17,30,71,0,0,0,115,27,45,49
692109,70,1,37,54,85,0,27,0,141,74,153,60
692110,49,0,22,25,96,241,375,0,495,77,93,42
692111,92,21,76,56,57,0,36,213,7,45,55,76
692148,46320,61701,51791,15182,15890,1741,18047,2369,16327,25691,30703,50354
692149,13,0,10,4,21,0,2,0,23,17,10,15
692157,37,40,81,60,81,0,58,0,19,90,161,65
692158,0,0,0,0,0,0,0,0,0,0,0,0
692195,70,1003,537,89,59,526,184,0,336,60,36,61
692196,549,996,554,257,577,29,609,57,778,337,229,625
692197,155,554,278,124,187,47,292,0,426,145,122,138
692198,217,651,347,171,298,1,85,74,378,153,96,231
692199,0,0,0,2,0,1,0,0,0,0,0,0
692200,65,142,118,65,68,64,22,141,158,70,54,63
692201,0,0,0,0,0,0,0,0,0,0,0,0
692202,89,63,81,135,121,0,108,0,93,94,54,82
692203,140,301,201,218,286,0,99,184,131,119,95,168
692204,45,0,29,27,55,0,22,23,68,39,33,49
692205,0,0,0,0,0,0,0,0,0,0,0,0
692206,22,0,2,13,7,0,1,0,0,2,4,13
692207,35,0,16,14,26,0,30,0,77,20,19,31
692208,84,3,89,56,121,0,0,0,22,38,15,62
692209,23,0,3,0,23,0,32,0,165,28,20,17
692210,119,22,66,64,210,0,20,0,54,2,0,128
692211,48,1,29,34,53,4,24,0,47,47,40,65
692212,95,488,344,78,144,0,41,0,340,131,66,131
692213,525,447,260,257,327,17,245,0,446,200,106,551
692214,122,32,34,38,66,0,52,107,25,44,65,147
692215,0,0,0,0,0,0,0,0,0,0,0,0
692223,296,110,128,53,381,56,214,28,401,120,224,293
692224,2,0,0,3,3,0,0,0,1,0,0,0
692225,277,81,207,143,162,0,64,14,180,182,153,226
692226,20,0,6,15,7,0,0,0,0,26,21,24
692227,1133,8921,3935,1407,1301,375,1438,247,2531,4494,1913,1115
692229,13,62,0,24,32,0,7,0,4,13,2,20
692233,0,0,0,0,0,0,2,0,0,0,0,0
692234,30,173,27,7,44,0,6,18,58,23,35,12
692235,61,65,92,37,100,0,41,18,295,67,88,54
6923,4662,13412,15332,18179,13729,1975,12482,2275,18254,6606,4387,4933
692312,0,0,0,0,0,0,0,0,0,0,0,0
6924,7130,8041,10307,12401,10590,2482,7803,2219,20891,9381,7154,7652
6925,108,644,638,2366,2525,15,1485,426,1145,21,49,155
6926,0,2370,1529,12940,5562,363,311,809,566,22807,21750,8
6927,515,53,189,332,214,1,62,65,110,180,162,437
6928,2,0,0,0,0,0,0,0,0,0,2,0
6929,15737,26823,19828,22030,16460,6568,18315,9941,58718,19483,12338,16278
693120,83,86,50,139,65,0,1012,3,285,261,94,101
693121,0,0,0,0,0,0,0,0,0,0,0,0
693122,336,91,312,240,300,0,77,0,45,308,442,427
693123,1,0,0,0,2,0,0,0,0,0,0,0
693124,0,0,0,0,2,0,0,0,0,0,6,0
693125,2,0,0,0,0,0,0,0,0,2,0,0
693126,0,0,0,0,0,0,0,0,0,0,0,0
693127,30,0,2,2,6,0,0,0,6,3,0,15
693128,2,0,0,0,7,0,0,0,0,0,8,1
693129,0,0,0,0,0,0,0,0,0,0,0,0
693130,0,0,0,0,0,0,0,0,0,0,0,0
693131,0,0,0,0,0,0,0,0,0,0,0,0
693132,25,0,1,65,7,0,0,0,0,8,0,46
693133,0,0,0,0,0,0,0,0,0,0,0,0
693134,0,0,0,0,0,0,0,0,0,0,0,0
693135,0,0,0,0,0,0,0,0,0,3,0,0
693136,1,0,0,0,0,0,0,0,0,0,0,2
693137,0,0,0,0,0,0,0,0,0,0,0,0
693138,85,0,27,8,54,0,34,0,37,22,30,84
